ID number,Author last name,Variable name,Strategy name,Coded Value,Textual Evidence,Rationale
1017,Santen,strat_3,Conduct cyclical small tests of change,1,"With this rationale, we started a pilot trial of the patients on “meal replacements” and enlisted the participation of another endocrinologist for the very close supervision needed (Dr Ralf Nass).","The team conducted a small pilot trial of a new component, meal replacements, to test its effectiveness for weight loss within the larger program."
1017,Santen,strat_4,Conduct local needs assessment,1,"The gap in endocrinologists in rural, underserved areas in the United States is particularly suboptimal. The critical factors include barriers to health care access and education; long travel distances; lack of public transportation; ﬁnancial challenges in paying professional fees and prescriptions; and communication difﬁculties due to lack of Internet coverage.",The paper establishes the need for the intervention by detailing the endocrinologist workforce gap and the specific barriers to care faced by the target population in the local context.
1017,Santen,strat_5,Develop a formal implementation blueprint,1,"Seven components were considered key as assessed by a compilation of relative literature: (1) patient education, (2) provider education, (3) structured self-monitoring of blood glucose, (4) the establishment of speciﬁc goals, (5) diet and exercise feedback, (6) glucose data used to modify treatment, and (7) interactive communication and shared decision making. We incorporated each of these components into the overall plans.",The authors developed a structured program plan by incorporating seven key components identified from a literature review to guide the intervention.
1017,Santen,strat_6,Develop and implement tools for quality monitoring,1,We tracked compliance with a simple 0–10 scale of compliance.,A simple 0-10 scale was developed and used as a tool to specifically monitor patient compliance with the meal replacement component of the intervention.
1017,Santen,strat_7,Develop and organize quality monitoring systems,1,"In a subset of patients, the A1C levels obtained after discharge from the program were obtained from the clinic providers in order to determine if the level of control deteriorated.",The study established a system to monitor long-term patient outcomes by obtaining A1C levels from clinic providers after patients were discharged from the program.
1017,Santen,strat_9,Purposefully reexamine the implementation,1,"During the initial months of this program, telephone calls were made as deemed necessary with a median of 6 and a maximum of 60. With greater experience, we concluded that weekly calls were optimal as a means of motivation.","The implementation team reexamined their patient contact strategy and modified it from ""as needed"" to ""weekly"" calls based on experience to improve patient motivation."
1017,Santen,strat_11,Centralize technical assistance,1,"Finally, the telehealth components of video equipment, scheduling, and billing were coordinated by the Karen Rheuban Center for telehealth at the University of Virginia.","The University of Virginia's telehealth center served as a centralized organization providing technical assistance by coordinating the video equipment, scheduling, and billing for the program."
1017,Santen,strat_12,Facilitation,1,"Speciﬁc responsibilities were assigned to the CDCESs to provide general, nutritional, and lifestyle education and to coordinate care with the patients’ providers.","The certified diabetes care and education specialists (CDCESs) performed a facilitation role by providing an interactive support process that bundled education and care coordination between the remote specialist, local providers, and patients."
1017,Santen,strat_15,Promote adaptability,1,"As the program developed, several iterations allowed for modiﬁcation to enhance the efﬁciency and effectiveness of the program.",The authors explicitly state that the program underwent modifications over time based on experience to improve its efficiency and effectiveness.
1017,Santen,strat_16,Tailor strategies,1,Walmart Relion NPH 70/30 was used in patients who could not afford other insulins based on its markedly reduced cost.,"The program tailored the medication regimen based on patient financial status, a key contextual factor, by using a lower-cost insulin for those who could not afford other options."
1017,Santen,strat_19,Build a coalition,1,"Collaboration among ﬁve team groups served to reduce the time commitment of the endocrinologist. These groups included (1) certiﬁed diabetes care and education specialists (CDCESs), (2) referring providers, (3) Federally Qualiﬁed Community Health clinic administrative staff, (4) a translator for Spanish, and (5) the telehealth platform administration.","The program established a partnership between retired endocrinologists, Federally Qualified Community Health Centers, and a university telehealth center, with clearly defined roles and responsibilities for each partner to deliver the intervention."
1017,Santen,strat_23,Develop and/or leveraging academic partnerships,1,"Finally, the telehealth components of video equipment, scheduling, and billing were coordinated by the Karen Rheuban Center for telehealth at the University of Virginia.",The program leveraged a partnership with the University of Virginia's Telehealth Center to coordinate essential technological and administrative components of the intervention.
1017,Santen,strat_27,Involve executive boards,1,"All of the costs involving the Federally Qualiﬁed Community Health clinics, including funding of the CDCESs, referring providers, and administrative staff were covered by the clinic administration.","The administration of the participating Federally Qualified Community Health clinics was involved in the program by covering all associated costs, indicating leadership buy-in and support."
1017,Santen,strat_31,Promote network weaving,1,We evaluated the concept that retired endocrinologists could re-enter practice part time and utilize telemedicine in collaboration with personnel in Federally Qualiﬁed Community Health Center clinics to conduct an intensive self-management program and provide 6-month concurrent care for patients with diabetes.,"The program deliberately connected retired endocrinologists from an academic setting with rural community health clinics via telemedicine, creating a new network to bring specialist expertise to an underserved area."
1017,Santen,strat_32,"Recruit, designate and train for leadership",1,"We propose a short-term solution, namely the recruitment of retired physicians to work part time and utilize telemedicine to facilitate their ability to manage patients without the need for in-person patient visits.","The program was based on the concept of recruiting retired physicians, who have extensive expertise, to lead and deliver the specialist care component of the intervention."
1017,Santen,strat_35,Use an implementation advisor,1,"Five years ago, the ﬁrst author of this publication, partially retired as professor emeritus, decided to apply his four-decade expertise in the treatment of type 2 diabetes to set up and test the feasibility of such a program.",The program was conceived and led by a university-affiliated expert (a professor emeritus) who acted as an external consultant to the community clinics to implement a new model of care.
1017,Santen,strat_43,Provide ongoing consultation,1,"While this lack of participation rate was disappointing, the provider still received a full written endocrinology consult with speciﬁc recommendations to guide patient management.","An external expert endocrinologist provided ongoing, remote consultation to local providers to guide the management of their complex diabetes patients."
1017,Santen,strat_46,Work with educational institutions,1,"Finally, the telehealth components of video equipment, scheduling, and billing were coordinated by the Karen Rheuban Center for telehealth at the University of Virginia.",The program was developed by a university professor and utilized the university's telehealth center for essential infrastructure and coordination.
1017,Santen,strat_47,Create new clinical teams,1,"Collaboration among five team groups served to reduce the time commitment of the endocrinologist. These groups included (1) certiﬁed diabetes care and education specialists (CDCESs), (2) referring providers, (3) Federally Qualiﬁed Community Health clinic administrative staff, (4) a translator for Spanish, and (5) the telehealth platform administration.","The program created a new, multi-disciplinary, multi-organizational team by bringing together retired specialists, local providers, diabetes educators, and administrative staff to deliver care collaboratively."
1017,Santen,strat_48,Develop resource sharing agreements,1,"Finally, the telehealth components of video equipment, scheduling, and billing were coordinated by the Karen Rheuban Center for telehealth at the University of Virginia.",The program established a resource sharing agreement where a university telehealth center provided the necessary video equipment and administrative support for scheduling and billing.
1017,Santen,strat_49,Faciliate relay of clinical data to providers,1,Administrative personnel at the referring clinics faxed data to the consultant and all took care of ﬁnancial issues at the referring clinics.,The program facilitated the relay of clinical data from the referring clinics to the remote specialist consultant via fax.
1017,Santen,strat_51,Revise professional roles,1,"We propose a short-term solution, namely the recruitment of retired physicians to work part time and utilize telemedicine to facilitate their ability to manage patients without the need for in-person patient visits.",The program revised the professional role of retired endocrinologists by recruiting them to re-enter practice part-time using telemedicine.
1017,Santen,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,"With greater experience, we concluded that weekly calls were optimal as a means of motivation.",The program used weekly phone calls as a motivational tool to enhance patient adherence and compliance with the self-management program.
1017,Santen,strat_55,Prepare patients/consumers to be active participants,1,"Seven components were considered key as assessed by a compilation of relative literature: (1) patient education, (2) provider education, (3) structured self-monitoring of blood glucose, (4) the establishment of speciﬁc goals, (5) diet and exercise feedback, (6) glucose data used to modify treatment, and (7) interactive communication and shared decision making.",The program was explicitly designed to teach patients self-management and incorporated interactive communication and shared decision-making as a key component to prepare them as active participants in their care.
1017,Santen,strat_70,Change service sites,1,We evaluated the concept that retired endocrinologists could re-enter practice part time and utilize telemedicine in collaboration with personnel in Federally Qualiﬁed Community Health Center clinics to conduct an intensive self-management program and provide 6-month concurrent care for patients with diabetes.,"The program utilized telemedicine to change the site of service delivery, allowing retired endocrinologists to provide care remotely to patients in rural, underserved areas."
1036,Schoenberg,strat_8,Obtain and use patient/consumer and family feedback,1,"Finally, during the posttest interview, all intervention participants were asked a series of structured and semi-structured questions to assess the intervention satisfaction and feasibility (Bowen et al., 2009), and obtain recommendations for improvement.",The study systematically collected feedback and recommendations for improvement from intervention participants through post-test interviews to inform future iterations of the program.
1036,Schoenberg,strat_10,Stage implementation scale up,1,"“Community to Clinic Navigation to Improve Diabetes Outcomes,” is the ﬁrst known randomized clinical trial pilot study to test a hybrid model of diabetes self-management education plus clinical navigation among rural residents with T2DM.","The study was explicitly designed as a pilot study to test the intervention model, with the findings used to provide guidance on next steps for a larger-scale dissemination."
1036,Schoenberg,strat_12,Facilitation,1,"Community health workers provided navigation, including helping participants understand and implement a diabetes self-management program through six group sessions and, if needed, providing assistance in obtaining clinic visits (contacting providers' ofﬁces for appointments, making reminder calls, and facilitating transportation and dependent care).",Community Health Workers served as facilitators by providing an interactive support process that bundled multiple strategies like education and navigation to help patients implement the diabetes self-management program.
1036,Schoenberg,strat_16,Tailor strategies,1,Materials were modiﬁed to ensure that they were culturally appropriate and accessible to those with a ﬁfth grade reading level.,"The intervention materials were explicitly modified to be culturally appropriate and to match the literacy level of the target population, which is a direct example of tailoring."
1036,Schoenberg,strat_17,Use data experts,1,"We chose this approach, in consultation with the project biostatistician, to increase statistical power and to account for baseline differences in the scores of the intervention and control groups.","The research team consulted with a biostatistician, a data expert, to determine the study's analytical approach."
1036,Schoenberg,strat_18,Use data warehousing techniques,1,"EMR data including HbA1c levels, blood pressure, lipids, and BMI were collected by clinic staff on project-provided tablets.",The study utilized existing electronic medical records (EMR) to collect key outcome variables for the research.
1036,Schoenberg,strat_23,Develop and/or leveraging academic partnerships,1,Support was provided by the Ofﬁce of the Vice President for Research at the University of Kentucky the Department of Behavioral Science and the College of Medicine at the University of Kentucky.,"The entire research project was led by authors from academic institutions and received formal support and oversight from a university, demonstrating a clear academic partnership."
1036,Schoenberg,strat_26,Inform local opinion leaders,1,"Staff then sent potential participants a letter from the clinic physician describing the project, and followed up with a telephone call to determine their interest in participating.","The project informed and involved a local opinion leader, the clinic physician, by having them send a recruitment letter to potential participants."
1036,Schoenberg,strat_32,"Recruit, designate and train for leadership",1,"Trained Community Health Workers (CHWs) conducted the group self-management education program (Diabetes Self-management Program) which addresses the model's community domain plus served as the Patient Navigators to facilitate access to the clinical environment, addressing the model's health system domain.",The project designated and trained Community Health Workers to lead the intervention sessions and navigation activities.
1036,Schoenberg,strat_35,Use an implementation advisor,1,"We chose this approach, in consultation with the project biostatistician, to increase statistical power and to account for baseline differences in the scores of the intervention and control groups.","The project team consulted with an expert, the project biostatistician, for guidance on study design and analysis."
1036,Schoenberg,strat_40,Develop educational materials,1,Materials were modified to ensure that they were culturally appropriate and accessible to those with a fifth grade reading level.,The text explicitly states that educational materials were modified to be culturally and linguistically appropriate for the target population.
1036,Schoenberg,strat_41,Distribute educational materials,1,"requiring CHWs to present rudimentary information about self-management, including simplifying language, limiting written handouts, and employing time consuming “teach back” approaches",The mention of using and limiting written handouts indicates that educational materials were distributed to participants during the intervention.
1036,Schoenberg,strat_42,Make training dynamic,1,"requiring CHWs to present rudimentary information about self-management, including simplifying language, limiting written handouts, and employing time consuming “teach back” approaches","The use of ""teach back"" approaches demonstrates an interactive method to make the educational sessions dynamic and ensure participant comprehension."
1036,Schoenberg,strat_48,Develop resource sharing agreements,1,"EMR data including HbA1c levels, blood pressure, lipids, and BMI were collected by clinic staff on project-provided tablets.","This describes an informal resource sharing agreement where the clinics provided staff time and access to EMR data, and the research project provided tablets for data collection."
1036,Schoenberg,strat_51,Revise professional roles,1,"Trained Community Health Workers (CHWs) conducted the group self-management education program (Diabetes Self-management Program) which addresses the model's community domain plus served as the Patient Navigators to facilitate access to the clinical environment, addressing the model's health system domain.",The study utilized Community Health Workers in the specific professional roles of educators and patient navigators to deliver the intervention.
1036,Schoenberg,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,"Community health workers provided navigation, including helping participants understand and implement a diabetes self-management program through six group sessions and, if needed, providing assistance in obtaining clinic visits (contacting providers' ofﬁces for appointments, making reminder calls, and facilitating transportation and dependent care).",The intervention used community health workers to make reminder calls and facilitate transportation and dependent care to enhance patient adherence to clinic appointments.
1036,Schoenberg,strat_54,Involve patients/consumers and family members,1,"Finally, during the posttest interview, all intervention participants were asked a series of structured and semi-structured questions to assess the intervention satisfaction and feasibility (Bowen et al., 2009), and obtain recommendations for improvement.",The study involved patients by collecting their feedback on program satisfaction and obtaining their recommendations for improvement during post-test interviews.
1036,Schoenberg,strat_55,Prepare patients/consumers to be active participants,1,"As shown in Table 2, DSMP is a 6-week group program conducted by trained community health workers (CHWs) and consists of diabetes education, self-management, action planning and problem solving, symptom management, and working with family and HCP.","The Diabetes Self-Management Program (DSMP) intervention included a component on 'working with family and HCP,' which prepares patients to be active participants in their care."
1036,Schoenberg,strat_57,Access new funding,1,Support was provided by the Ofﬁce of the Vice President for Research at the University of Kentucky the Department of Behavioral Science and the College of Medicine at the University of Kentucky.,"The text explicitly states that the project received support from various university departments, which constitutes accessing funding to support the implementation pilot."
1036,Schoenberg,strat_70,Change service sites,1,"For this randomized clinical trial pilot study, participants met with the interviewer at their home, the project ofﬁce, or another community location, depending on the participant's preferences.",The study brought services to participants in non-clinical settings such as their homes or a project office to facilitate the intervention.
3491,Scott,strat_4,Conduct local needs assessment,1,This system’s colorectal cancer screening level (proportion of patients up to date) before implementation of the mailed FIT program was 18.6% in 2017.,"The study conducted a local needs assessment by identifying the low baseline colorectal cancer screening rate, which established a clear gap in care."
3491,Scott,strat_6,Develop and implement tools for quality monitoring,1,"A secure database was maintained in REDCap to organize patient information, FIT mailing, FIT completion, follow-up colonoscopy completion, and colonoscopy results.",The study team developed and used a REDCap database as a specific tool to monitor the quality and key outcomes of the screening program.
3491,Scott,strat_7,Develop and organize quality monitoring systems,1,"A secure database was maintained in REDCap to organize patient information, FIT mailing, FIT completion, follow-up colonoscopy completion, and colonoscopy results.",The program organized a quality monitoring system by using electronic health records to identify eligible patients and a REDCap database to track program processes and outcomes.
3491,Scott,strat_12,Facilitation,1,"The navigator addressed patient barriers; alleviated concerns about test results, prep, or procedures; and helped with any required follow-up after the colonoscopy.",The detailed description of the bilingual patient navigator's role in providing interactive support to patients to overcome barriers and complete follow-up care aligns with the definition of facilitation.
3491,Scott,strat_16,Tailor strategies,1,Materials were designed to be readable at the 6th grade reading level and adhered to key principles of literacy-sensitive design.,"The intervention materials were tailored to the target population by being provided in English and Spanish, designed for a 6th-grade reading level, and supported by a bilingual patient navigator."
3491,Scott,strat_18,Use data warehousing techniques,1,"A secure database was maintained in REDCap to organize patient information, FIT mailing, FIT completion, follow-up colonoscopy completion, and colonoscopy results.",The program team used a specific data management tool (REDCap) to create a secure database to organize and track key patient information and outcome variables for the intervention.
3491,Scott,strat_19,Build a coalition,1,"a referral to a faculty gastroenterologist embedded within the FQHC system, at which point the patient completed a pre-procedure evaluation.","The program was a partnership between a university medical school, an FQHC system, and a hospital, leveraging shared resources like faculty gastroenterologists to deliver care."
3491,Scott,strat_23,Develop and/or leveraging academic partnerships,1,"1Department of Internal Medicine, Dell Medical School, The University of Texas at Austin, Austin, TX, USA; 2Department of Population Health, Dell Medical School, The University of Texas at Austin, Austin, USA; 3Livestrong Cancer Institutes, Dell Medical School, The University of Texas at Austin, Austin, USA; 4CommUnityCare Health Centers, Austin, TX, USA.","The project was a formal collaboration between Dell Medical School at the University of Texas and the CommUnityCare FQHC system, as evidenced by the author affiliations."
3491,Scott,strat_29,Obtain formal commitments,1,Funding Cancer Prevention and Research Institute of Texas (CPRIT) funded the program (PP170082).,"The program obtained a formal funding grant from the Cancer Prevention and Research Institute of Texas, which represents a formal commitment of resources."
3491,Scott,strat_40,Develop educational materials,1,"The packets contained an introductory letter with information about screening (see ESM Appendix), the FIT kit with lab requisition form, pictorial instructions for FIT completion, and a prepaid mailer to send the completed kit directly to the lab for analysis. Materials were designed to be readable at the 6th grade reading level and adhered to key principles of literacy-sensitive design.","The study team developed educational materials for patients that were bilingual, literacy-sensitive, and included pictorial instructions to facilitate understanding and completion of the FIT kit."
3491,Scott,strat_41,Distribute educational materials,1,"The program team sent outreach packets written in both English and Spanish on a rolling basis, with groups of packets mailed typically on a weekly basis, avoiding holidays.",The core of the intervention involved distributing the developed educational materials and FIT kits to eligible patients via mail.
3491,Scott,strat_49,Faciliate relay of clinical data to providers,1,"Positive FIT results were returned to the screening program and also communicated to the physician in the EHR, and a bilingual patient navigator notified patients of the positive result via telephone.","The program communicated positive FIT results to physicians via the electronic health record (EHR), which constitutes facilitating the relay of clinical data to providers."
3491,Scott,strat_51,Revise professional roles,1,"The bilingual patient navigator helped patients with a positive FIT on the path to complete a follow-up colonoscopy, building patient self-efficacy and confidence, overcoming fears, and providing a referral to a faculty gastroenterologist embedded within the FQHC system, at which point the patient completed a pre-procedure evaluation.","The program utilized a bilingual patient navigator whose role was expanded to include guiding patients through the colonoscopy follow-up process, which constitutes a revision of professional roles to support the intervention."
3491,Scott,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,"If the patient did not complete the test or return the records postcard, a text message reminder was sent 3 weeks after the initial mailing, and a letter reminder was sent 5 weeks after the initial mailing.",The program sent text and letter reminders to patients who did not complete the screening test to enhance uptake and adherence.
3491,Scott,strat_56,Use mass media,1,"Mailed outreach in English/Spanish included an introductory letter, free-of-charge fecal immunochemical test (FIT), and lab requisition with postage-paid mailer, simple instructions, and a medical records update postcard.","The program used mass mailings to send outreach packets with screening information and FIT kits to over 33,000 eligible patients."
3491,Scott,strat_57,Access new funding,1,Funding Cancer Prevention and Research Institute of Texas (CPRIT) funded the program (PP170082).,The program was supported by accessing new grant funding from the Cancer Prevention and Research Institute of Texas (CPRIT).
3491,Scott,strat_70,Change service sites,1,"Mailed outreach in English/Spanish included an introductory letter, free-of-charge fecal immunochemical test (FIT), and lab requisition with postage-paid mailer, simple instructions, and a medical records update postcard.",The program brought the screening service directly to patients' homes by mailing them fecal immunochemical test kits.
1051,Seol,strat_1,Assess for readiness and identify barriers and faciliators,1,"Because more than half of our patient populations are Spanish-speaking, the LCC and THDR were translated and edited in Spanish by 2 MAs who were educated for Spanish reading and writing.","The project team identified that a significant portion of their patient population was Spanish-speaking, a potential barrier to engagement, and translated the intervention materials accordingly."
1051,Seol,strat_2,Audit and provide feedback,1,"Afterward, the provider and the patient discussed the HbA1c change from the patient’s baseline value to the current HbA1c level that was measured 1 week prior to this visit. The provider gave the patient feedback and encouragement for ongoing diabetes self-management behaviors.",The intervention involved providers auditing patient's clinical data (HbA1c) and self-reported behaviors (from the THDR) and providing direct feedback to the patient on their performance.
1051,Seol,strat_4,Conduct local needs assessment,1,Forty-three percent of patients with diabetes had an HbA1c of more than 9%.,"The project team conducted a local needs assessment by reviewing administrative data, which identified that a high percentage of patients with diabetes had poor glycemic control, establishing the need for the intervention."
1051,Seol,strat_6,Develop and implement tools for quality monitoring,1,"At 3 months after the initial encounter, the provider evaluated the patient’s self-management performance since the previous visit based on the patient’s THDR record.","The project implemented the Take-home Diabetes Record (THDR), a tool which included self-care performance questions, to monitor patients' self-management behaviors over time."
1051,Seol,strat_7,Develop and organize quality monitoring systems,1,"Patients’ baseline characteristics, including age, gender, insurance status, ethnicity, primary language, treatment modality (noninsulin or insulin therapy), duration of diabetes, and number of diabetes medications, as well as pre- and post-HbA1c values, time passed since last visit, and follow-up adherence rate, were extracted from the clinic electronic health record.","The project team organized a quality monitoring system by systematically extracting process and outcome data, such as HbA1c values and follow-up adherence rates, from the clinic's electronic health record."
1051,Seol,strat_8,Obtain and use patient/consumer and family feedback,1,"Participants who returned for their follow-up reported several advantages of this intervention. First, many reported improved adherence to diabetes management practice such as daily foot examination and diet change. Many appreciated their provider’s effort providing DSME using the easy-to-follow tools during the short duration of a visit.","The project team obtained informal feedback from patients during follow-up visits regarding their experience with the intervention, including its advantages and the barriers they encountered."
1051,Seol,strat_9,Purposefully reexamine the implementation,1,"However, the study also showed that the effects were relatively short-term. At the 3-month follow-up, 70.6% of patients who returned for their follow-up appointments showed signiﬁcantly improved HbA1c level and THDR self-management compared to their baseline. However, at 6-month follow-up, their diet and exercise compliance rates dropped, and HbA1c improvement was not signiﬁcant compared with their 3-month visit.","The project was designed with purposeful reexamination points at 3 and 6 months, where patient outcomes and self-management behaviors were assessed to evaluate the intervention's effects over time."
1051,Seol,strat_16,Tailor strategies,1,"Because more than half of our patient populations are Spanish-speaking, the LCC and THDR were translated and edited in Spanish by 2 MAs who were educated for Spanish reading and writing.",The intervention tools were translated into Spanish to tailor them to the linguistic needs of the local patient population.
1051,Seol,strat_18,Use data warehousing techniques,1,"Patients’ baseline characteristics, including age, gender, insurance status, ethnicity, primary language, treatment modality (noninsulin or insulin therapy), duration of diabetes, and number of diabetes medications, as well as pre- and post-HbA1c values, time passed since last visit, and follow-up adherence rate, were extracted from the clinic electronic health record.","The study team utilized the existing clinic electronic health record to extract patient data for analysis, which aligns with using data warehousing techniques."
1051,Seol,strat_23,Develop and/or leveraging academic partnerships,1,"Author Afﬁliations: Family Practice, Greater Elgin Family Care Center, Elgin, Illinois (Drs Seol and Thompson); Division of Endocrinology, Metabolism & Nutrition, Duke University Medical Center (Dr Kreider); and School of Nursing, Duke University, Durham, North Carolina (Drs Kreider and Vorderstrasse).",The author affiliations demonstrate a partnership between the clinical site (Greater Elgin Family Care Center) and an academic institution (Duke University) to conduct the quality improvement project.
1051,Seol,strat_35,Use an implementation advisor,1,"Author Afﬁliations: Family Practice, Greater Elgin Family Care Center, Elgin, Illinois (Drs Seol and Thompson); Division of Endocrinology, Metabolism & Nutrition, Duke University Medical Center (Dr Kreider); and School of Nursing, Duke University, Durham, North Carolina (Drs Kreider and Vorderstrasse).","The project was led by a DNP student at the clinical site and co-authored by senior faculty from Duke University, indicating consultation with university-affiliated faculty members who served as outside experts."
1051,Seol,strat_40,Develop educational materials,1,"The central idea of the THDR was to communicate visually rather than verbally, using a graph of HbA1c values in a format tailored to the clinic’s low-literacy population.","The project team developed and adapted educational materials, including the Take-home Diabetes Record (THDR), specifically tailoring them with visual formats for a low-literacy population and translating them into Spanish."
1051,Seol,strat_41,Distribute educational materials,1,"Last, the patient was given a copy of the LCC and THDR.","The provider distributed the newly developed educational materials, the Lifestyle Change Card and the Take-home Diabetes Record, to patients at the end of the initial visit."
1051,Seol,strat_50,Remind clinicans,1,"At the initial encounter, the provider screened patients’ baseline diabetes self-management behaviors by asking questions on the THDR. Afterward, the provider addressed patient DSME regarding lifestyle change recommendations using the LCC as a teaching tool.","The Take-home Diabetes Record (THDR) and Lifestyle Change Card (LCC) served as paper-based, encounter-specific tools to remind and guide the provider on the specific educational topics and self-management behaviors to cover during the visit."
1051,Seol,strat_51,Revise professional roles,1,"To improve patients’ adherence to the follow-up appointment, an MA provided a follow-up and THDR return reminder call to each patient 1 to 3 days prior to the scheduled visit. An MA contacted patients for rescheduling if they cancelled or missed their appointments.","The role of medical assistants was expanded to include providing reminder calls to patients for follow-up appointments and returning their forms, which was a new task designed to support the implementation of the intervention."
1051,Seol,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,"To improve patients’ adherence to the follow-up appointment, an MA provided a follow-up and THDR return reminder call to each patient 1 to 3 days prior to the scheduled visit.",The use of reminder calls by a medical assistant to improve patient adherence to follow-up appointments is a direct example of intervening with patients to enhance uptake and adherence.
1051,Seol,strat_55,Prepare patients/consumers to be active participants,1,The provider and the patient reviewed the current HbA1c value that was measured within 4 months prior to this encounter and mutually decided upon glycemic goal.,The provider and patient mutually deciding on a glycemic goal is a clear example of preparing and inviting patients to be active participants in their treatment decision-making process.
1051,Seol,strat_69,Change record systems,1,"The second tool was a THDR developed by Chapin et al16 and tested in their randomized controlled trial.17 The central idea of the THDR was to communicate visually rather than verbally, using a graph of HbA1c values in a format tailored to the clinic’s low-literacy population.17 The THDR consisted of 2 parts: the self-care performance questions and patient’s current blood glucose and HbA1c values.","The project implemented a new record form, the Take-home Diabetes Record (THDR), to visually track patient self-care behaviors and clinical values, thereby changing the record system to support the intervention."
1116,Steglitz,strat_9,Purposefully reexamine the implementation,1,"In follow-up discussions with clinicians and the directors of the FQHC, we explored reasons for the form’s low uptake. Several explanations emerged, including the complex navigation pathway needed to locate the form in the EHR, minimal training, and the perceived time burden required to learn and use the form.",The study team purposefully reexamined the implementation by holding discussions with stakeholders to understand the reasons for low uptake and identify implementation barriers.
1116,Steglitz,strat_11,Centralize technical assistance,1,"Once the new form was drafted, clinicians from the FQHC and health informaticians from the Alliance of Chicago provided feedback that informed the final design of the form.","The Alliance of Chicago, an external organization, was designated to provide centralized technical assistance and informatics expertise for the design and implementation of the EHR form."
1116,Steglitz,strat_16,Tailor strategies,1,"Once the new form was drafted, clinicians from the FQHC and health informaticians from the Alliance of Chicago provided feedback that informed the final design of the form.",The intervention was tailored to the local context by incorporating feedback from clinicians and health informaticians into the final design of the EHR form.
1116,Steglitz,strat_17,Use data experts,1,"Once the new form was drafted, clinicians from the FQHC and health informaticians from the Alliance of Chicago provided feedback that informed the final design of the form.",The study team engaged health informaticians from the Alliance of Chicago to provide feedback on the design and implementation of the EHR-based intervention.
1116,Steglitz,strat_18,Use data warehousing techniques,1,"In the Population Study, BMI and order data from 5000 patients and all 40 clinicians in the practice were extracted from the EHR preintervention and postintervention.",The study utilized existing electronic health records by extracting patient and clinician data to serve as outcome measures for the evaluation.
1116,Steglitz,strat_21,Conduct local consensus discussions,1,"Once the new form was drafted, clinicians from the FQHC and health informaticians from the Alliance of Chicago provided feedback that informed the final design of the form. After content and flow charts were agreed upon, informatics staff added the form to the EHR.","The study team engaged local stakeholders, including clinicians and informaticians, in discussions to provide feedback and reach agreement on the intervention's design and content."
1116,Steglitz,strat_23,Develop and/or leveraging academic partnerships,1,"Following a single training session that introduced clinic staff to the content of the form, its location in the EHR, and details of the new protocol, Northwestern University and FQHC staff officially released the form for general use at the FQHC on July 11, 2012.","The project was a formal partnership between an academic institution (Northwestern University) and a clinical practice (FQHC) to design, implement, and evaluate the intervention."
1116,Steglitz,strat_27,Involve executive boards,1,The sample for the clinician study comprised 12 respondents who answered the FQHC medical director’s request for clinicians to test the impact of the intervention.,"The FQHC medical director, a form of clinical leadership with 'top-down' power, was directly involved in the project by requesting clinician participation."
1116,Steglitz,strat_33,Use advisory boards and workgroups,1,"Once the new form was drafted, clinicians from the FQHC and health informaticians from the Alliance of Chicago provided feedback that informed the final design of the form.",A group of clinicians and health informaticians was used as a workgroup to provide advice and feedback on the design and content of the EHR form.
1116,Steglitz,strat_35,Use an implementation advisor,1,"Following a single training session that introduced clinic staff to the content of the form, its location in the EHR, and details of the new protocol, Northwestern University and FQHC staff officially released the form for general use at the FQHC on July 11, 2012.","University-affiliated faculty from Northwestern University acted as outside experts who collaborated on the conception, design, and release of the intervention."
1116,Steglitz,strat_36,Conduct educational meetings,1,"Following a single training session that introduced clinic staff to the content of the form, its location in the EHR, and details of the new protocol, Northwestern University and FQHC staff officially released the form for general use at the FQHC on July 11, 2012.","The paper describes a single training session held to introduce clinic staff to the new EHR form, its location, and the new protocol."
1116,Steglitz,strat_40,Develop educational materials,1,"According to the new obesity management protocol, after rooming the patient, the nurse or MA helped him or her to complete an English or Spanish hardcopy version of a behavior change goal checklist prior to the clinician’s arrival.",The study developed a behavior change goal checklist in both English and Spanish to be completed by patients as part of the new protocol.
1116,Steglitz,strat_41,Distribute educational materials,1,the MA or nurse was to give the patient a hardcopy of the Health Behavior Change Checklist (Appendix A) to complete before meeting with the clinician.,The hardcopy behavior change checklist was distributed to patients by the nurse or medical assistant during the intake process.
1116,Steglitz,strat_46,Work with educational institutions,1,"Following a single training session that introduced clinic staff to the content of the form, its location in the EHR, and details of the new protocol, Northwestern University and FQHC staff officially released the form for general use at the FQHC on July 11, 2012.","The project was a collaboration with Northwestern University, and university staff were involved in conducting the training session for the clinic staff."
1116,Steglitz,strat_48,Develop resource sharing agreements,1,"Patient data were compiled by Alliance informatics staff, de-identified, and shared with Northwestern University staff via encrypted databases.",The study involved a data sharing agreement between the clinical site's informatics partner (Alliance) and the university research team (Northwestern) to facilitate the evaluation.
1116,Steglitz,strat_49,Faciliate relay of clinical data to providers,1,"In the protocol studied here, intake personnel’s entry of the patient’s height and weight into the EHR triggered an automated assessment of obesity.",The EHR system was designed to automatically process patient data entered at intake and relay an obesity assessment to the clinician in real-time during the visit.
