ID number,Author last name,Variable name,Strategy name,Coded Value,"Kirsten, Dena, Allison checking ",Textual Evidence,Rationale
3528,Kim,strat_70,Change service sites,1,,"The intervention consisted of connected blood glucose and blood pressure monitors, a data-enabled tablet, virtual health coaching sessions twice per month, and virtual or in-person provider visits as needed.","This intervention changed the site of clinical service by using remote patient monitoring and virtual coaching to deliver care in patients' homes, thereby increasing access."
4258,Mehta,strat_70,Change service sites,1,,Patients in the FIT-only arm were mailed a letter describing the importance of colorectal cancer screening and encouraging them to get screened using the enclosed FIT kit.,"The study mailed fecal immunochemical test (FIT) kits directly to patients' homes, which constitutes bringing the clinical service to the client's home to increase access to screening."
4520,Radtke,strat_70,Change service sites,1,,Patients were prescribed a weekly food voucher to be redeemed at the Merced County Food Bank.,This intervention changed the location of a key clinical service (nutritional support) from the clinic to a community food bank to increase patient access to healthy food.
4647,Samuel-Hodge,strat_70,Change service sites,1,,"Counseling visits were delivered as individual in-person sessions (sessions 1 and 4) and via phone or virtual format (e.g., Zoom) for sessions 2 and 3.","The program changed the location of service delivery by using phone or virtual formats for some counseling sessions, which increases access for participants and fits the definition of changing service sites."
4545,TangkaFKL,strat_70,Change service sites,1,,AltaMed also used mass mailers with FIT kits to reach patients before 2021 and continued this practice with the patient navigation program.,"The strategy of mailing FIT kits directly to patients' homes changes the location of the service from the clinic to the patient's home, which aligns with the definition of changing service sites to increase access."
3934,Venishetty,strat_70,Change service sites,1,,"This paper describes the impact of an additional navigation activity, such as using introductory calls before sending mailed in-home FIT kits, on CRC screening completion in two federally qualified health centers (FQHCs) in a U.S.–Mexico border county.","The program implemented mailed in-home FIT kits, which changes the site of the screening service from the clinic to the patient's home to increase access by overcoming barriers like transportation."
4068,Yan,strat_70,Change service sites,1,,"Due to the COVID-19 pandemic, the 2020 cohort had video-based GVs.","The study adapted the group visit intervention from an in-person format to a video-based online format, which constitutes changing the service site to a virtual location to maintain patient access."
5032,Burgermaster,strat_71,Create or change credentialing and/or licensing standards,1,Probably no.  Needed to create a new system and change prior one,"Providers who completed the study, including the training module (either as part of the intervention or after completion of the control arm), received a certiﬁcate that allowed them to claim continuing medical education credit.","The study leveraged continuing medical education credits as an incentive for providers to complete training, which aligns with altering continuing education to shape professional practice toward the innovation."
3994,Ghosh,strat_72,Mandate change,1,,"The importance of the problem, magnitude of the deficit, and goals of the QI project were presented to all staff during quarterly staff meetings by the Chief Medical Officer.","The Chief Medical Officer, a key leadership figure, declared the priority and goals of the quality improvement project to all staff, which constitutes a mandate for change."
4684,Thakur,strat_72,Mandate change,1,,"The chief executive officer and the chief innovation & strategy officer, both of whom are advocates for digital technology to address health equity, were an integral part of this collaborative effort.","The active advocacy and integral involvement of top leadership (CEO and Chief Innovation & Strategy Officer) in the project demonstrates a clear declaration of the innovation's priority, aligning with the organization's digital strategy."
4647,Samuel-Hodge,strat_73,Start a dissemination organization,1,,"As a ﬁrst step in planning for regional scale-up, our project has created a website housed on the PRC’s website to disseminate Med-South materials and online training modules.","The research team is using their Prevention Research Center (PRC) as an organization to begin disseminating Med-South materials and training, which aligns with identifying an organization responsible for dissemination."
3994,Ghosh,strat_8,Obtain and use patient/consumer and family feedback,1,,The operations team wanted to collect patient satisfaction data on the evening/weekend CCS clinics to improve clinics in the future.,The project team deliberately developed and used a patient survey to obtain feedback on the implementation effort with the stated goal of using the information for future improvements.
4727,Jelalian,strat_8,Obtain and use patient/consumer and family feedback,1,,Program acceptability was measured with an adapted self-report measure of program satisfaction administered to caregivers at 4- and 10-month assessments.,"This quote explicitly states that a satisfaction measure was administered to caregivers at two time points to gather their feedback on the program, which is a direct method of obtaining consumer feedback on the implementation effort."
4701,Katz,strat_8,Obtain and use patient/consumer and family feedback,1,,"In addition to assessing satisfaction with the included materials, the surveys in the video and audio brochure groups included items focused on the relevance of the materials, the use of the disposable gloves and collection stool device, and if there were any technological issues with the videos or audio recordings.","The researchers developed and mailed surveys to patients to obtain feedback on their satisfaction with and the relevance of the intervention materials, which is a direct method of obtaining patient feedback on the implementation effort."
4746,Llavona-Ortiz,strat_8,Obtain and use patient/consumer and family feedback,1,,"Participants in the intervention arm also responded to specific questions regarding their experience with SPLV. These questions assessed whether they identified with the actors in the video, found the educational materials useful, perceived the information provided as easy to understand, and whether the intervention influenced their decision to undergo a CRCS test.","This quote explicitly details the collection of feedback from participants about their experience with the intervention's components to assess its usefulness and impact, which is a direct application of obtaining patient feedback."
4647,Samuel-Hodge,strat_8,Obtain and use patient/consumer and family feedback,1,,"Research staﬀadministered a survey on program acceptability as part of the post-intervention survey, which included questions about barriers to attendance; satisfaction with program delivery format, program materials, counseling experience, and health outcomes; and conﬁdence in maintaining behavior changes.",The study systematically collected feedback from participants via a post-intervention acceptability survey to assess their satisfaction and perceived barriers related to the program's implementation.
4890,Ung,strat_8,Obtain and use patient/consumer and family feedback,1,,"After sample collection, participants completed a 5-minute written survey concerning their experience collecting the sample and knowledge of cervical cancer.",The study team systematically collected feedback from all participants via a written survey immediately after they used the self-swab kit to understand their experience with the new screening process.
5032,Burgermaster,strat_9,Purposefully reexamine the implementation,1,No. Proposed for future research; not in current studu ,"In future implementations, we plan to reduce this problem with a software update that automates PCP alerting.","This statement shows that the team monitored the implementation process, identified a problem with alerts, and planned a specific adjustment to the strategy for future use."
3994,Ghosh,strat_9,Purposefully reexamine the implementation,1,,"The last two Saturday clinics were overbooked with 73 and 79 patients, respectively, based on the number of missed appointments.",The implementation team monitored the rate of missed appointments and purposefully adjusted the scheduling strategy by overbooking later clinics to improve efficiency.
4069,Glasser,strat_9,Purposefully reexamine the implementation,1,,"core members of the team meet quarterly to review the QI reports and continue to enhance the program, identifying any subpopulations needing a different strategy as part of the continuous QI process.",The team used a concrete schedule (quarterly meetings) to monitor progress via QI reports and adjust implementation strategies to continuously improve quality.
3528,Kim,strat_9,Purposefully reexamine the implementation,1,,"The health care teamlet met in a huddle every week to discuss RPM data, treatment goals and current status, and adjustments to care plans.","The clinical team met on a concrete weekly schedule to review patient progress data and make adjustments to care plans, which constitutes a purposeful reexamination of the clinical practice implementation."
4258,Mehta,strat_9,Purposefully reexamine the implementation,1,,Text and voice message reminders were delayed in the ﬁrst batch owing to research operational issues from the decision to switch from telephone call to automated reminders for scalability purposes.,The implementation team reexamined their reminder strategy during the trial and adjusted it from telephone calls to automated messages to improve the scalability of the intervention.
4647,Samuel-Hodge,strat_9,Purposefully reexamine the implementation,1,,Research team coaches implementation team on Med South delivery and implementation during monthly technical assistance phone calls,"The monthly technical assistance calls provided a scheduled opportunity for the research team to coach and guide the site implementation teams, allowing for ongoing monitoring and adjustment of the implementation process."
3974,Shareef,strat_9,Purposefully reexamine the implementation,1,,"Between cycles several changes were made to streamline the process and address challenges. Challenges were identified at the first cycle at data collection, systems, and patient levels.","The team monitored progress after the first PDSA cycle, identified specific challenges, and then adjusted the implementation strategies to address them, which is the core of this strategy."
4545,TangkaFKL,strat_9,Purposefully reexamine the implementation,1,,The timeframe and number of text and reminder calls varied over the years as the AltaMed team changed the intensity of this intervention to increase the percentage of tests returned.,"The text indicates that the implementation team monitored progress over multiple years and deliberately adjusted the implementation strategies, specifically the intensity of reminders, in an effort to continuously improve the rate of returned screening tests."
4684,Thakur,strat_9,Purposefully reexamine the implementation,1,,"We enumerated the key takeaways from this project with a team-based approach involving key stakeholders in the program including the lead pharmacist and the data analyst. The chief executive officer and the chief innovation & strategy officer, both of whom are advocates for digital technology to address health equity, were an integral part of this collaborative effort.","The project team, including key stakeholders and leadership, purposefully reexamined the pilot implementation to identify key takeaways and lessons learned, which are detailed in the paper to guide future strategy."
